item_number,correct,audio_file,set_nr,target_instrument,complexity,level,with_target_in_mix,condition,time_song,song_nr,item_nr,practice_item,old_audio_file_name
b_item358_set150_wit_lvl0_comp3_t8_song79,1,b_item358_set150_wit_lvl0_comp3_t8_song79.wav,150,Bass,3,0,yes,16,8,79,358,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav
b_item626_set268_wit_lvl-15_comp3_t10_song82,1,b_item626_set268_wit_lvl-15_comp3_t10_song82.wav,268,Bass,3,-15,yes,16,10,82,626,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav
b_item626_set268_wit_lvl-10_comp3_t10_song82,1,b_item626_set268_wit_lvl-10_comp3_t10_song82.wav,268,Bass,3,-10,yes,16,10,82,626,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav
b_item626_set268_wit_lvl-5_comp3_t10_song82,1,b_item626_set268_wit_lvl-5_comp3_t10_song82.wav,268,Bass,3,-5,yes,16,10,82,626,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav
b_item626_set268_wit_lvl0_comp3_t10_song82,1,b_item626_set268_wit_lvl0_comp3_t10_song82.wav,268,Bass,3,0,yes,16,10,82,626,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav
b_item2125_set895_wit_lvl-15_comp3_t16_song68,1,b_item2125_set895_wit_lvl-15_comp3_t16_song68.wav,895,Bass,3,-15,yes,16,16,68,2125,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav
b_item2125_set895_wit_lvl-10_comp3_t16_song68,1,b_item2125_set895_wit_lvl-10_comp3_t16_song68.wav,895,Bass,3,-10,yes,16,16,68,2125,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav
b_item2125_set895_wit_lvl-5_comp3_t16_song68,1,b_item2125_set895_wit_lvl-5_comp3_t16_song68.wav,895,Bass,3,-5,yes,16,16,68,2125,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav
b_item2125_set895_wit_lvl0_comp3_t16_song68,1,b_item2125_set895_wit_lvl0_comp3_t16_song68.wav,895,Bass,3,0,yes,16,16,68,2125,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav
b_item811_set364_wit_lvl-15_comp3_t18_song80,1,b_item811_set364_wit_lvl-15_comp3_t18_song80.wav,364,Bass,3,-15,yes,16,18,80,811,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav
b_item811_set364_wit_lvl-10_comp3_t18_song80,1,b_item811_set364_wit_lvl-10_comp3_t18_song80.wav,364,Bass,3,-10,yes,16,18,80,811,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav
b_item811_set364_wit_lvl-5_comp3_t18_song80,1,b_item811_set364_wit_lvl-5_comp3_t18_song80.wav,364,Bass,3,-5,yes,16,18,80,811,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav
b_item811_set364_wit_lvl0_comp3_t18_song80,1,b_item811_set364_wit_lvl0_comp3_t18_song80.wav,364,Bass,3,0,yes,16,18,80,811,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav
b_item959_set423_wit_lvl-15_comp3_t18_song117,1,b_item959_set423_wit_lvl-15_comp3_t18_song117.wav,423,Bass,3,-15,yes,16,18,117,959,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav
b_item959_set423_wit_lvl-10_comp3_t18_song117,1,b_item959_set423_wit_lvl-10_comp3_t18_song117.wav,423,Bass,3,-10,yes,16,18,117,959,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav
b_item959_set423_wit_lvl-5_comp3_t18_song117,1,b_item959_set423_wit_lvl-5_comp3_t18_song117.wav,423,Bass,3,-5,yes,16,18,117,959,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav
b_item959_set423_wit_lvl0_comp3_t18_song117,1,b_item959_set423_wit_lvl0_comp3_t18_song117.wav,423,Bass,3,0,yes,16,18,117,959,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav
b_item748_set332_wit_lvl-15_comp3_t98_song10,1,b_item748_set332_wit_lvl-15_comp3_t98_song10.wav,332,Bass,3,-15,yes,16,98,10,748,no,Bass_ItemNr(748)_SetNr(332)_WiT_Level(-15)_Complexity(3)_Time(98)_SongNr(10).wav
b_item748_set332_wit_lvl-10_comp3_t98_song10,1,b_item748_set332_wit_lvl-10_comp3_t98_song10.wav,332,Bass,3,-10,yes,16,98,10,748,no,Bass_ItemNr(748)_SetNr(332)_WiT_Level(-15)_Complexity(3)_Time(98)_SongNr(10).wav
b_item748_set332_wit_lvl-5_comp3_t98_song10,1,b_item748_set332_wit_lvl-5_comp3_t98_song10.wav,332,Bass,3,-5,yes,16,98,10,748,no,Bass_ItemNr(748)_SetNr(332)_WiT_Level(-15)_Complexity(3)_Time(98)_SongNr(10).wav
b_item748_set332_wit_lvl0_comp3_t98_song10,1,b_item748_set332_wit_lvl0_comp3_t98_song10.wav,332,Bass,3,0,yes,16,98,10,748,no,Bass_ItemNr(748)_SetNr(332)_WiT_Level(-15)_Complexity(3)_Time(98)_SongNr(10).wav
b_item333_set137_wit_lvl-15_comp3_t148_song100,1,b_item333_set137_wit_lvl-15_comp3_t148_song100.wav,137,Bass,3,-15,yes,16,148,100,333,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav
b_item333_set137_wit_lvl-10_comp3_t148_song100,1,b_item333_set137_wit_lvl-10_comp3_t148_song100.wav,137,Bass,3,-10,yes,16,148,100,333,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav
b_item333_set137_wit_lvl-5_comp3_t148_song100,1,b_item333_set137_wit_lvl-5_comp3_t148_song100.wav,137,Bass,3,-5,yes,16,148,100,333,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav
b_item333_set137_wit_lvl0_comp3_t148_song100,1,b_item333_set137_wit_lvl0_comp3_t148_song100.wav,137,Bass,3,0,yes,16,148,100,333,no,Bass_ItemNr(333)_SetNr(137)_WiT_Level(-15)_Complexity(3)_Time(148)_SongNr(100).wav
b_item876_set387_wit_lvl-15_comp3_t234_song99,1,b_item876_set387_wit_lvl-15_comp3_t234_song99.wav,387,Bass,3,-15,yes,16,234,99,876,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav
b_item876_set387_wit_lvl-10_comp3_t234_song99,1,b_item876_set387_wit_lvl-10_comp3_t234_song99.wav,387,Bass,3,-10,yes,16,234,99,876,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav
b_item876_set387_wit_lvl-5_comp3_t234_song99,1,b_item876_set387_wit_lvl-5_comp3_t234_song99.wav,387,Bass,3,-5,yes,16,234,99,876,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav
b_item876_set387_wit_lvl0_comp3_t234_song99,1,b_item876_set387_wit_lvl0_comp3_t234_song99.wav,387,Bass,3,0,yes,16,234,99,876,no,Bass_ItemNr(876)_SetNr(387)_WiT_Level(-15)_Complexity(3)_Time(234)_SongNr(99).wav
b_item1693_set741_wit_lvl-15_comp3_t350_song98,1,b_item1693_set741_wit_lvl-15_comp3_t350_song98.wav,741,Bass,3,-15,yes,16,350,98,1693,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav
b_item1693_set741_wit_lvl-10_comp3_t350_song98,1,b_item1693_set741_wit_lvl-10_comp3_t350_song98.wav,741,Bass,3,-10,yes,16,350,98,1693,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav
b_item1693_set741_wit_lvl-5_comp3_t350_song98,1,b_item1693_set741_wit_lvl-5_comp3_t350_song98.wav,741,Bass,3,-5,yes,16,350,98,1693,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav
b_item1693_set741_wit_lvl0_comp3_t350_song98,1,b_item1693_set741_wit_lvl0_comp3_t350_song98.wav,741,Bass,3,0,yes,16,350,98,1693,no,Bass_ItemNr(1693)_SetNr(741)_WiT_Level(-15)_Complexity(3)_Time(350)_SongNr(98).wav
b_item979_set434_wit_lvl-15_comp3_t690_song54,1,b_item979_set434_wit_lvl-15_comp3_t690_song54.wav,434,Bass,3,-15,yes,16,690,54,979,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav
b_item979_set434_wit_lvl-10_comp3_t690_song54,1,b_item979_set434_wit_lvl-10_comp3_t690_song54.wav,434,Bass,3,-10,yes,16,690,54,979,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav
b_item979_set434_wit_lvl-5_comp3_t690_song54,1,b_item979_set434_wit_lvl-5_comp3_t690_song54.wav,434,Bass,3,-5,yes,16,690,54,979,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav
b_item979_set434_wit_lvl0_comp3_t690_song54,1,b_item979_set434_wit_lvl0_comp3_t690_song54.wav,434,Bass,3,0,yes,16,690,54,979,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav
voc_item2500_set485_wot_lvl0_comp7_t82_song27,2,voc_item2500_set485_wot_lvl0_comp7_t82_song27.wav,485,Lead,6,0,no,1,82,27,2500,no,Lead_ItemNr(2500)_SetNr(485)_WoT_Level(0)_Complexity(7)_Time(82)_SongNr(27).wav
voc_item2996_set683_wot_lvl0_comp7_t106_song7,2,voc_item2996_set683_wot_lvl0_comp7_t106_song7.wav,683,Lead,6,0,no,1,106,7,2996,no,Lead_ItemNr(2996)_SetNr(683)_WoT_Level(0)_Complexity(7)_Time(106)_SongNr(7).wav
voc_item1235_set212_wot_lvl0_comp7_t110_song115,2,voc_item1235_set212_wot_lvl0_comp7_t110_song115.wav,212,Lead,6,0,no,1,110,115,1235,no,Lead_ItemNr(1235)_SetNr(212)_WoT_Level(0)_Complexity(7)_Time(110)_SongNr(115).wav
voc_item2568_set515_wot_lvl0_comp7_t142_song32,2,voc_item2568_set515_wot_lvl0_comp7_t142_song32.wav,515,Lead,6,0,no,1,142,32,2568,no,Lead_ItemNr(2568)_SetNr(515)_WoT_Level(0)_Complexity(7)_Time(142)_SongNr(32).wav
voc_item3455_set902_wot_lvl0_comp7_t142_song102,2,voc_item3455_set902_wot_lvl0_comp7_t142_song102.wav,902,Lead,6,0,no,1,142,102,3455,no,Lead_ItemNr(3455)_SetNr(902)_WoT_Level(0)_Complexity(7)_Time(142)_SongNr(102).wav
voc_item3644_set974_wot_lvl0_comp7_t168_song31,2,voc_item3644_set974_wot_lvl0_comp7_t168_song31.wav,974,Lead,6,0,no,1,168,31,3644,no,Lead_ItemNr(3644)_SetNr(974)_WoT_Level(0)_Complexity(7)_Time(168)_SongNr(31).wav
voc_item2456_set655_wot_lvl0_comp7_t174_song8,2,voc_item2456_set655_wot_lvl0_comp7_t174_song8.wav,655,Lead,6,0,no,1,174,8,2456,no,Lead_ItemNr(2456)_SetNr(655)_WoT_Level(0)_Complexity(7)_Time(174)_SongNr(8).wav
voc_item2601_set521_wot_lvl0_comp7_t198_song101,2,voc_item2601_set521_wot_lvl0_comp7_t198_song101.wav,521,Lead,6,0,no,1,198,101,2601,no,Lead_ItemNr(2601)_SetNr(521)_WoT_Level(0)_Complexity(7)_Time(198)_SongNr(101).wav
voc_item3199_set770_wot_lvl0_comp7_t214_song37,2,voc_item3199_set770_wot_lvl0_comp7_t214_song37.wav,770,Lead,6,0,no,1,214,37,3199,no,Lead_ItemNr(3199)_SetNr(770)_WoT_Level(0)_Complexity(7)_Time(214)_SongNr(37).wav
voc_item963_set170_wot_lvl0_comp7_t268_song4,2,voc_item963_set170_wot_lvl0_comp7_t268_song4.wav,170,Lead,6,0,no,1,268,4,963,no,Lead_ItemNr(963)_SetNr(170)_WoT_Level(0)_Complexity(7)_Time(268)_SongNr(4).wav
voc_Item2996_set683_wot_lvl0_comp7_t106_song7,2,voc_Item2996_set683_wot_lvl0_comp7_t106_song7.wav,683,Lead,6,0,no,1,106,7,2996,no,Lead_ItemNr(2996)_SetNr(683)_WoT_Level(0)_Complexity(7)_Time(106)_SongNr(7).wav
voc_item2006_set345_wot_lvl0_comp4_t4_song59,2,voc_item2006_set345_wot_lvl0_comp4_t4_song59.wav,345,Lead,3,0,no,3,4,59,2006,no,Lead_ItemNr(2006)_SetNr(345)_WoT_Level(0)_Complexity(4)_Time(4)_SongNr(59).wav
voc_item146_set026_wot_lvl0_comp4_t6_song65,2,voc_item146_set026_wot_lvl0_comp4_t6_song65.wav,26,Lead,3,0,no,3,6,65,146,no,Lead_ItemNr(146)_SetNr(026)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(65).wav
voc_item156_set029_wot_lvl0_comp4_t6_song62,2,voc_item156_set029_wot_lvl0_comp4_t6_song62.wav,29,Lead,3,0,no,3,6,62,156,no,Lead_ItemNr(156)_SetNr(029)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(62).wav
voc_item1383_set232_wot_lvl0_comp4_t16_song75,2,voc_item1383_set232_wot_lvl0_comp4_t16_song75.wav,232,Lead,3,0,no,3,16,75,1383,no,Lead_ItemNr(1383)_SetNr(232)_WoT_Level(0)_Complexity(4)_Time(16)_SongNr(75).wav
voc_item3038_set696_wot_lvl0_comp4_t20_song57,2,voc_item3038_set696_wot_lvl0_comp4_t20_song57.wav,696,Lead,3,0,no,3,20,57,3038,no,Lead_ItemNr(3038)_SetNr(696)_WoT_Level(0)_Complexity(4)_Time(20)_SongNr(57).wav
voc_item2763_set588_wot_lvl0_comp4_t54_song2,2,voc_item2763_set588_wot_lvl0_comp4_t54_song2.wav,588,Lead,3,0,no,3,54,2,2763,no,Lead_ItemNr(2763)_SetNr(588)_WoT_Level(0)_Complexity(4)_Time(54)_SongNr(2).wav
voc_item9_set003_wot_lvl0_comp4_t68_song85,2,voc_item9_set003_wot_lvl0_comp4_t68_song85.wav,3,Lead,3,0,no,3,68,85,9,no,Lead_ItemNr(9)_SetNr(003)_WoT_Level(0)_Complexity(4)_Time(68)_SongNr(85).wav
voc_item2658_set544_wot_lvl0_comp4_t68_song56,2,voc_item2658_set544_wot_lvl0_comp4_t68_song56.wav,544,Lead,3,0,no,3,68,56,2658,no,Lead_ItemNr(2658)_SetNr(544)_WoT_Level(0)_Complexity(4)_Time(68)_SongNr(56).wav
voc_item1136_set195_wot_lvl0_comp4_t92_song34,2,voc_item1136_set195_wot_lvl0_comp4_t92_song34.wav,195,Lead,3,0,no,3,92,34,1136,no,Lead_ItemNr(1136)_SetNr(195)_WoT_Level(0)_Complexity(4)_Time(92)_SongNr(34).wav
voc_item2713_set565_wot_lvl0_comp4_t134_song95,2,voc_item2713_set565_wot_lvl0_comp4_t134_song95.wav,565,Lead,3,0,no,3,134,95,2713,no,Lead_ItemNr(2713)_SetNr(565)_WoT_Level(0)_Complexity(4)_Time(134)_SongNr(95).wav
git_item2882_set945_wot_lvl0_comp7_t130_song32,2,git_item2882_set945_wot_lvl0_comp7_t130_song32.wav,945,Guitar,6,0,no,5,130,32,2882,no,Guitar_ItemNr(2882)_SetNr(945)_WoT_Level(0)_Complexity(7)_Time(130)_SongNr(32).wav
git_item2284_set715_wot_lvl0_comp7_t152_song26,2,git_item2284_set715_wot_lvl0_comp7_t152_song26.wav,715,Guitar,6,0,no,5,152,26,2284,no,Guitar_ItemNr(2284)_SetNr(715)_WoT_Level(0)_Complexity(7)_Time(152)_SongNr(26).wav
git_item3791_set1078_wot_lvl0_comp7_t166_song31,2,git_item3791_set1078_wot_lvl0_comp7_t166_song31.wav,1078,Guitar,6,0,no,5,166,31,3791,no,Guitar_ItemNr(3791)_SetNr(1078)_WoT_Level(0)_Complexity(7)_Time(166)_SongNr(31).wav
git_item1057_set317_wot_lvl0_comp7_t176_song7,2,git_item1057_set317_wot_lvl0_comp7_t176_song7.wav,317,Guitar,6,0,no,5,176,7,1057,no,Guitar_ItemNr(1057)_SetNr(317)_WoT_Level(0)_Complexity(7)_Time(176)_SongNr(7).wav
git_item2403_set767_wot_lvl0_comp7_t184_song8,2,git_item2403_set767_wot_lvl0_comp7_t184_song8.wav,767,Guitar,6,0,no,5,184,8,2403,no,Guitar_ItemNr(2403)_SetNr(767)_WoT_Level(0)_Complexity(7)_Time(184)_SongNr(8).wav
git_item3763_set1074_wot_lvl0_comp7_t198_song27,2,git_item3763_set1074_wot_lvl0_comp7_t198_song27.wav,1074,Guitar,6,0,no,5,198,27,3763,no,Guitar_ItemNr(3763)_SetNr(1074)_WoT_Level(0)_Complexity(7)_Time(198)_SongNr(27).wav
git_item2405_set769_wot_lvl0_comp7_t200_song13,2,git_item2405_set769_wot_lvl0_comp7_t200_song13.wav,769,Guitar,6,0,no,5,200,13,2405,no,Guitar_ItemNr(2405)_SetNr(769)_WoT_Level(0)_Complexity(7)_Time(200)_SongNr(13).wav
git_item3842_set1090_wot_lvl0_comp7_t274_song14,2,git_item3842_set1090_wot_lvl0_comp7_t274_song14.wav,1090,Guitar,6,0,no,5,274,14,3842,no,Guitar_ItemNr(3842)_SetNr(1090)_WoT_Level(0)_Complexity(7)_Time(274)_SongNr(14).wav
git_item1167_set351_wot_lvl0_comp7_t280_song4,2,git_item1167_set351_wot_lvl0_comp7_t280_song4.wav,351,Guitar,6,0,no,5,280,4,1167,no,Guitar_ItemNr(1167)_SetNr(351)_WoT_Level(0)_Complexity(7)_Time(280)_SongNr(4).wav
git_item3323_set1000_wot_lvl0_comp7_t430_song5,2,git_item3323_set1000_wot_lvl0_comp7_t430_song5.wav,1000,Guitar,6,0,no,5,430,5,3323,no,Guitar_ItemNr(3323)_SetNr(1000)_WoT_Level(0)_Complexity(7)_Time(430)_SongNr(5).wav
git_item665_set208_wot_lvl0_comp4_t4_song76,2,git_item665_set208_wot_lvl0_comp4_t4_song76.wav,208,Guitar,3,0,no,7,4,76,665,no,Guitar_ItemNr(665)_SetNr(208)_WoT_Level(0)_Complexity(4)_Time(4)_SongNr(76).wav
git_item568_set183_wot_lvl0_comp4_t6_song77,2,git_item568_set183_wot_lvl0_comp4_t6_song77.wav,183,Guitar,3,0,no,7,6,77,568,no,Guitar_ItemNr(568)_SetNr(183)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(77).wav
git_item808_set246_wot_lvl0_comp4_t6_song72,2,git_item808_set246_wot_lvl0_comp4_t6_song72.wav,246,Guitar,3,0,no,7,6,72,808,no,Guitar_ItemNr(808)_SetNr(246)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(72).wav
git_item1263_set382_wot_lvl0_comp4_t6_song78,2,git_item1263_set382_wot_lvl0_comp4_t6_song78.wav,382,Guitar,3,0,no,7,6,78,1263,no,Guitar_ItemNr(1263)_SetNr(382)_WoT_Level(0)_Complexity(4)_Time(6)_SongNr(78).wav
git_item100_set028_wot_lvl0_comp4_t12_song96,2,git_item100_set028_wot_lvl0_comp4_t12_song96.wav,28,Guitar,3,0,no,7,12,96,100,no,Guitar_ItemNr(100)_SetNr(028)_WoT_Level(0)_Complexity(4)_Time(12)_SongNr(96).wav
git_item1514_set462_wot_lvl0_comp4_t14_song71,2,git_item1514_set462_wot_lvl0_comp4_t14_song71.wav,462,Guitar,3,0,no,7,14,71,1514,no,Guitar_ItemNr(1514)_SetNr(462)_WoT_Level(0)_Complexity(4)_Time(14)_SongNr(71).wav
git_item2420_set778_wot_lvl0_comp4_t50_song109,2,git_item2420_set778_wot_lvl0_comp4_t50_song109.wav,778,Guitar,3,0,no,7,50,109,2420,no,Guitar_ItemNr(2420)_SetNr(778)_WoT_Level(0)_Complexity(4)_Time(50)_SongNr(109).wav
git_item1268_set384_wot_lvl0_comp4_t74_song24,2,git_item1268_set384_wot_lvl0_comp4_t74_song24.wav,384,Guitar,3,0,no,7,74,24,1268,no,Guitar_ItemNr(1268)_SetNr(384)_WoT_Level(0)_Complexity(4)_Time(74)_SongNr(24).wav
git_item656_set205_wot_lvl0_comp4_t158_song108,2,git_item656_set205_wot_lvl0_comp4_t158_song108.wav,205,Guitar,3,0,no,7,158,108,656,no,Guitar_ItemNr(656)_SetNr(205)_WoT_Level(0)_Complexity(4)_Time(158)_SongNr(108).wav
git_item1531_set467_wot_lvl0_comp4_t186_song58,2,git_item1531_set467_wot_lvl0_comp4_t186_song58.wav,467,Guitar,3,0,no,7,186,58,1531,no,Guitar_ItemNr(1531)_SetNr(467)_WoT_Level(0)_Complexity(4)_Time(186)_SongNr(58).wav
p_item3189_set389_wot_lvl0_comp7_t90_song13,2,p_item3189_set389_wot_lvl0_comp7_t90_song13.wav,389,Piano,6,0,no,9,90,13,3189,no,Piano_ItemNr(3189)_SetNr(389)_WoT_Level(0)_Complexity(7)_Time(90)_SongNr(13).wav
p_item2885_set313_wot_lvl0_comp7_t104_song83,2,p_item2885_set313_wot_lvl0_comp7_t104_song83.wav,313,Piano,6,0,no,9,104,83,2885,no,Piano_ItemNr(2885)_SetNr(313)_WoT_Level(0)_Complexity(7)_Time(104)_SongNr(83).wav
p_item2163_set206_wot_lvl0_comp7_t134_song19,2,p_item2163_set206_wot_lvl0_comp7_t134_song19.wav,206,Piano,6,0,no,9,134,19,2163,no,Piano_ItemNr(2163)_SetNr(206)_WoT_Level(0)_Complexity(7)_Time(134)_SongNr(19).wav
p_item2864_set310_wot_lvl0_comp7_t168_song7,2,p_item2864_set310_wot_lvl0_comp7_t168_song7.wav,310,Piano,6,0,no,9,168,7,2864,no,Piano_ItemNr(2864)_SetNr(310)_WoT_Level(0)_Complexity(7)_Time(168)_SongNr(7).wav
p_item1573_set145_wot_lvl0_comp7_t198_song103,2,p_item1573_set145_wot_lvl0_comp7_t198_song103.wav,145,Piano,6,0,no,9,198,103,1573,no,Piano_ItemNr(1573)_SetNr(145)_WoT_Level(0)_Complexity(7)_Time(198)_SongNr(103).wav
p_item2889_set314_wot_lvl0_comp7_t214_song13,2,p_item2889_set314_wot_lvl0_comp7_t214_song13.wav,314,Piano,6,0,no,9,214,13,2889,no,Piano_ItemNr(2889)_SetNr(314)_WoT_Level(0)_Complexity(7)_Time(214)_SongNr(13).wav
p_item3423_set428_wot_lvl0_comp7_t226_song97,2,p_item3423_set428_wot_lvl0_comp7_t226_song97.wav,428,Piano,6,0,no,9,226,97,3423,no,Piano_ItemNr(3423)_SetNr(428)_WoT_Level(0)_Complexity(7)_Time(226)_SongNr(97).wav
p_item3062_set354_wot_lvl0_comp7_t228_song104,2,p_item3062_set354_wot_lvl0_comp7_t228_song104.wav,354,Piano,6,0,no,9,228,104,3062,no,Piano_ItemNr(3062)_SetNr(354)_WoT_Level(0)_Complexity(7)_Time(228)_SongNr(104).wav
p_item1231_set109_wot_lvl0_comp7_t250_song97,2,p_item1231_set109_wot_lvl0_comp7_t250_song97.wav,109,Piano,6,0,no,9,250,97,1231,no,Piano_ItemNr(1231)_SetNr(109)_WoT_Level(0)_Complexity(7)_Time(250)_SongNr(97).wav
p_item3100_set362_wot_lvl0_comp7_t272_song102,2,p_item3100_set362_wot_lvl0_comp7_t272_song102.wav,362,Piano,6,0,no,9,272,102,3100,no,Piano_ItemNr(3100)_SetNr(362)_WoT_Level(0)_Complexity(7)_Time(272)_SongNr(102).wav
p_item2919_set322_wot_lvl0_comp4_t26_song61,2,p_item2919_set322_wot_lvl0_comp4_t26_song61.wav,322,Piano,3,0,no,11,26,61,2919,no,Piano_ItemNr(2919)_SetNr(322)_WoT_Level(0)_Complexity(4)_Time(26)_SongNr(61).wav
p_item2138_set204_wot_lvl0_comp4_t60_song23,2,p_item2138_set204_wot_lvl0_comp4_t60_song23.wav,204,Piano,3,0,no,11,60,23,2138,no,Piano_ItemNr(2138)_SetNr(204)_WoT_Level(0)_Complexity(4)_Time(60)_SongNr(23).wav
p_item2818_set302_wot_lvl0_comp4_t66_song81,2,p_item2818_set302_wot_lvl0_comp4_t66_song81.wav,302,Piano,3,0,no,11,66,81,2818,no,Piano_ItemNr(2818)_SetNr(302)_WoT_Level(0)_Complexity(4)_Time(66)_SongNr(81).wav
p_item346_set031_wot_lvl0_comp4_t88_song20,2,p_item346_set031_wot_lvl0_comp4_t88_song20.wav,31,Piano,3,0,no,11,88,20,346,no,Piano_ItemNr(346)_SetNr(031)_WoT_Level(0)_Complexity(4)_Time(88)_SongNr(20).wav
p_item909_set074_wot_lvl0_comp4_t90_song63,2,p_item909_set074_wot_lvl0_comp4_t90_song63.wav,74,Piano,3,0,no,11,90,63,909,no,Piano_ItemNr(909)_SetNr(074)_WoT_Level(0)_Complexity(4)_Time(90)_SongNr(63).wav
p_item2516_set248_wot_lvl0_comp4_t100_song93,2,p_item2516_set248_wot_lvl0_comp4_t100_song93.wav,248,Piano,3,0,no,11,100,93,2516,no,Piano_ItemNr(2516)_SetNr(248)_WoT_Level(0)_Complexity(4)_Time(100)_SongNr(93).wav
p_item3787_set481_wot_lvl0_comp4_t100_song40,2,p_item3787_set481_wot_lvl0_comp4_t100_song40.wav,481,Piano,3,0,no,11,100,40,3787,no,Piano_ItemNr(3787)_SetNr(481)_WoT_Level(0)_Complexity(4)_Time(100)_SongNr(40).wav
p_item3147_set380_wot_lvl0_comp4_t124_song57,2,p_item3147_set380_wot_lvl0_comp4_t124_song57.wav,380,Piano,3,0,no,11,124,57,3147,no,Piano_ItemNr(3147)_SetNr(380)_WoT_Level(0)_Complexity(4)_Time(124)_SongNr(57).wav
p_item3473_set436_wot_lvl0_comp4_t148_song35,2,p_item3473_set436_wot_lvl0_comp4_t148_song35.wav,436,Piano,3,0,no,11,148,35,3473,no,Piano_ItemNr(3473)_SetNr(436)_WoT_Level(0)_Complexity(4)_Time(148)_SongNr(35).wav
p_item3048_set353_wot_lvl0_comp4_t152_song2,2,p_item3048_set353_wot_lvl0_comp4_t152_song2.wav,353,Piano,3,0,no,11,152,2,3048,no,Piano_ItemNr(3048)_SetNr(353)_WoT_Level(0)_Complexity(4)_Time(152)_SongNr(2).wav
b_item2234_set922_wot_lvl0_comp7_t110_song83,2,b_item2234_set922_wot_lvl0_comp7_t110_song83.wav,922,Bass,6,0,no,13,110,83,2234,no,Bass_ItemNr(2234)_SetNr(922)_WoT_Level(0)_Complexity(7)_Time(110)_SongNr(83).wav
b_item3691_set1173_wot_lvl0_comp7_t130_song102,2,b_item3691_set1173_wot_lvl0_comp7_t130_song102.wav,1173,Bass,6,0,no,13,130,102,3691,no,Bass_ItemNr(3691)_SetNr(1173)_WoT_Level(0)_Complexity(7)_Time(130)_SongNr(102).wav
